image_name,iou,dice,pixel_accuracy,n_predicted,n_true,true_positives,false_positives,false_negatives,precision,recall,f1_score
a5fe0b7412dd152c41f7afc34ffdf276d4261b6942fa6d36803648e90f2cfc06,0.8684563284887823,0.9295976740234486,0.95447998046875,21,21,21,0,1,1.0,0.9545454545454546,0.9767441860465117
40bcdad218ac5f0885fc247d88fcad9f729f55c81c79d241a8f1559b6d8c0574,0.8622240392477515,0.9260153677277717,0.9948577880859375,11,11,11,0,0,1.0,1.0,1.0
e49fc2b4f1f39d481a6525225ab3f688be5c87f56884456ad54c953315efae83,0.8182704920789748,0.9000536450914741,0.93404541015625,22,27,21,1,4,0.9545454545454546,0.84,0.8936170212765958
a0325cb7aa59e9c0a75e64ba26855d8032c46161aa4bca0c01bac5e4a836485e,0.8745883282834936,0.9330990864371047,0.9767578125,22,20,22,0,2,1.0,0.9166666666666666,0.9565217391304348
319b6cb8b0d24b38db5e3c6fbb13b062e2766d9af5ff9bccb8f439ac0d870e52,0.8690794267670634,0.9299545159194282,0.9917755126953125,44,43,44,0,0,1.0,1.0,1.0
356d9903d16074f152fe8f2f0ef555d9959c53264228eae7373cad5cf35d4e85,0.9096832172545496,0.9527058823529412,0.993865966796875,48,48,48,0,0,1.0,1.0,1.0
0bda515e370294ed94efd36bd53782288acacb040c171df2ed97fd691fc9d8fe,0.7993001749562609,0.888456730101403,0.9877471923828125,43,44,42,1,3,0.9767441860465116,0.9333333333333333,0.9545454545454545
6c85029f850d392791e13f74963391054ff54e508967bbd091ee510e9e58e011,0.787088764742396,0.8808614102118791,0.9947662353515625,7,8,7,0,1,1.0,0.875,0.9333333333333333
6fc83b33896f58a4a067d8fdcf51f15d4ae9be05d8c3815d23336f1f2a8c45a1,0.9641065401806075,0.9817252989666783,0.987854938271605,19,20,19,0,0,1.0,1.0,1.0
20c37b1ad2f510ed7396969e855fe93d0d05611738f6e706e8ca1d1aed3ded45,0.8729047378882725,0.932140028512593,0.98692626953125,19,18,19,0,0,1.0,1.0,1.0
930f246a8e4ff273a72a6e4b3cf8e8caff94fca4eaf1dbe6f93ba37b8195c0a0,0.8492338111715274,0.9184709970596098,0.990692138671875,39,38,39,0,0,1.0,1.0,1.0
08151b19806eebd58e5acec7e138dbfbb1761f41a1ab9620466584ecc7d5fada,0.8562755665216545,0.9225737621770992,0.9658410493827161,21,25,20,1,5,0.9523809523809523,0.8,0.8695652173913043
ac8169a0debed11560f3f0e246c05ea82d03c66346f1576cc8268554cb3f549f,0.9320840506776145,0.9648483463757355,0.9762577160493827,22,23,22,0,2,1.0,0.9166666666666666,0.9565217391304348
0e5edb072788c7b1da8829b02a49ba25668b09f7201cf2b70b111fc3b853d14f,0.919289973651366,0.9579479768786127,0.991119384765625,27,27,27,0,0,1.0,1.0,1.0
564fa390d9a9c26f986bf860d9091cbd84244bc1c8e3c9369f2f2e5b5fd99b92,0.8560154331813399,0.9224227534725503,0.9874725341796875,51,51,51,0,0,1.0,1.0,1.0
76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,0.8678912045213706,0.9292738275340393,0.994293212890625,32,32,32,0,0,1.0,1.0,1.0
f534b43bf37ff946a310a0f08315d76c3fb3394681cf523acef7c0682240072a,0.9307875894988067,0.9641532756489494,0.9960174560546875,15,16,15,0,1,1.0,0.9375,0.967741935483871
7f2b154541166210f468d89bb0a7184f10e51168a181dbb8b686c14654ffa317,0.8974870611710419,0.9459743674005915,0.9863726790450928,91,93,90,1,0,0.989010989010989,1.0,0.994475138121547
9fb32aba1c2fd53273dca9abefac944ba747f578da82dfaa1249f332a2324944,0.833649089569519,0.909278764744712,0.96141357421875,58,61,58,0,1,1.0,0.9830508474576272,0.9914529914529915
92f31f591929a30e4309ab75185c96ff4314ce0a7ead2ed2c2171897ad1da0c7,0.7008902077151336,0.8241451500348919,0.9876953125,7,8,7,0,0,1.0,1.0,1.0
d2ce593bddf9998ce3b76328c0151d0ba4b644c293aca7f6254e521c448b305f,0.9173457508731082,0.9568913175470553,0.997833251953125,11,11,11,0,0,1.0,1.0,1.0
a6515d73077866808ad4cb837ecdac33612527b8a1041e82135e40fce2bb9380,0.7863301787592009,0.8803861549328938,0.98759765625,13,15,13,0,1,1.0,0.9285714285714286,0.962962962962963
3ab9cab6212fabd723a2c5a1949c2ded19980398b56e6080978e796f45cbbc90,0.8185961713764813,0.9002506265664161,0.993927001953125,15,18,15,0,1,1.0,0.9375,0.967741935483871
f20eb4592e7d3cf58d421a9c34832d33adcdcbd0e17b7bf009a013847608da27,0.9331430900937627,0.9654154365246731,0.9949951171875,28,28,28,0,0,1.0,1.0,1.0
3bfd6bb152310f93daa6f4e1867c10572946e874b3a30c9ba8e0fcdeb590300b,0.8423570120089559,0.914434071700823,0.9763641357421875,30,32,30,0,2,1.0,0.9375,0.967741935483871
1d4a5e729bb96b08370789cad0791f6e52ce0ffe1fcc97a04046420b43c851dd,0.9141471762692527,0.9551482640441067,0.9954071044921875,25,25,25,0,0,1.0,1.0,1.0
80632d6be60c8462e50d51bcf5caf15308931603095d6b5e772a115cd0d0470c,0.6777150916784203,0.8079024800336275,0.958160400390625,27,30,27,0,4,1.0,0.8709677419354839,0.9310344827586207
e414b54f2036bcab61b9c0a966f65adf4b169097c13c740e03d6292ac076258c,0.8284115990562447,0.9061543904926426,0.94495849609375,42,45,42,0,2,1.0,0.9545454545454546,0.9767441860465117
9620c33d8ef2772dbc5bd152429f507bd7fafb27e12109003292b671e556b089,0.8902590634535934,0.941943970184751,0.9758537798408488,141,147,140,1,0,0.9929078014184397,1.0,0.9964412811387899
5908488d940e846cc121c768758da9b1bd5b9922417e20c9101a4e254fa98af8,0.9304646086685375,0.9639799709255371,0.993194580078125,39,39,39,0,0,1.0,1.0,1.0
0bf33d3db4282d918ec3da7112d0bf0427d4eafe74b3ee0bb419770eefe8d7d6,0.84823648586426,0.917887394120578,0.9798828125,25,26,25,0,1,1.0,0.9615384615384616,0.9803921568627451
61dc249314d7b965eb4561ec739eab9b0f60af55c97b25ced8cb2a42a0be128e,0.9418167777959281,0.9700367084735393,0.9891744031830239,94,91,92,2,0,0.9787234042553191,1.0,0.989247311827957
c322c72b9d411e631580fee9312885088b4bb14ed297aa4b246ec943533b3ffb,0.7832585949177877,0.8784576697401508,0.9933624267578125,10,11,10,0,1,1.0,0.9090909090909091,0.9523809523809523
5cc036b65f7f2d5480e2be111a561f3713ac021683a9a9138dc49492a29ce856,0.7849209020531808,0.8795021685838205,0.980499267578125,12,16,12,0,4,1.0,0.75,0.8571428571428571
fa73f24532b3667718ede7ac5c2e24ad7d3cae17b0a42ed17bbb81b15c28f4ae,0.829136690647482,0.9065880039331367,0.9985504150390625,4,3,4,0,0,1.0,1.0,1.0
5d75a63972ef643efd7c42f20668b167f2af43635d6263962d84e62e7609ab51,0.8202600087464716,0.9012558698263623,0.94481201171875,59,72,59,0,7,1.0,0.8939393939393939,0.944
dec1764c00e8b3c4bf1fc7a2fda341279218ff894186b0c2664128348683c757,0.9650675497465053,0.982223282727354,0.9908024691358025,18,19,18,0,1,1.0,0.9473684210526315,0.972972972972973
700afb1cd830a808e3c6125749612e5d23fd9f9726049a9e0c2061997514e1a7,0.9562497704765519,0.9776356627953544,0.9901248894783378,122,123,122,0,1,1.0,0.991869918699187,0.9959183673469388
cab4875269f44a701c5e58190a1d2f6fcb577ea79d842522dcab20ccb39b7ad2,0.929569266589057,0.963499245852187,0.9981536865234375,13,14,13,0,0,1.0,1.0,1.0
b3a9f4c9035a0df7e033b18c63bfb0f0d87ff5a4d9aa8bdf417159bb733abb80,0.9306418219461697,0.9640750670241287,0.9989776611328125,6,6,6,0,0,1.0,1.0,1.0
8bef203fce625e4d8c89dca728158be4662dfdfdcd4dc73a6aa39a908c1631bc,0.83375,0.9093387866394002,0.9939117431640625,17,20,17,0,3,1.0,0.85,0.9189189189189189
0280fa8f60f6bcae0f97d93c28f60be194f9309ff610dc5845e60455b0f87c21,0.8931445123913743,0.9435566133968039,0.99493408203125,12,15,12,0,2,1.0,0.8571428571428571,0.923076923076923
a5e695fce80dc03efb6665a9ec14500ab47f4ee9f6437531388dd3cc32c90db1,0.8512977723278152,0.9196767641084518,0.97779541015625,37,40,37,0,2,1.0,0.9487179487179487,0.9736842105263158
88d5a03f8ecd459f076a06e0d5035149193bfdd727c30905de19054dcb9018ae,0.8793402777777778,0.935796766743649,0.99151611328125,20,20,20,0,0,1.0,1.0,1.0
751f421d322940d6efe3bd570a66ecda16d08a1b90bc32a6d7ae1af89856fd49,0.9346314325452016,0.9662113587347232,0.992828369140625,27,28,27,0,1,1.0,0.9642857142857143,0.9818181818181818
724b6b7044522f6d5ea35b55f8fa71d0a45a28687be2b7cac3149943ab816eec,0.8304435624260149,0.9073686613154791,0.985137939453125,15,15,15,0,1,1.0,0.9375,0.967741935483871
e66f25e175abab08ecb4e5f6859db64a211e0ddffb262d7e727b9d9bd4aad2d2,0.8909090909090909,0.9423076923076923,0.9970703125,11,11,11,0,0,1.0,1.0,1.0
e4ae1ceddb279bac30273ca7ac480025ce2e7287328f5272234b5bbca6d13135,0.9099811676082863,0.9528692565568921,0.9963531494140625,14,16,14,0,2,1.0,0.875,0.9333333333333333
b3b1626f8ad156acb2963d1faa6a368f9378a266c3b90d9321087fdc5b3032b4,0.9581819198300442,0.9786444355621539,0.9884567901234568,24,25,24,0,1,1.0,0.96,0.9795918367346939
33618678c167c5e07be02c49d0c43bcd90493ba5d83110a631409a4d3ccc1e51,0.9501835178969162,0.9744554901393044,0.9877469135802469,19,19,19,0,0,1.0,1.0,1.0
2abc40c118bc7303592c8bb95a80361e27560854b8971ab34dcf91966575b1f2,0.9341556482385305,0.9659570563406129,0.9979498231653404,15,16,15,0,1,1.0,0.9375,0.967741935483871
dabfee30b46d23569c63fa7253ef10b2407fbe8023035a5030252313cb718097,0.8749237339841367,0.9332899446794664,0.9968719482421875,10,10,10,0,0,1.0,1.0,1.0
f73e37957c74f554be132986f38b6f1d75339f636dfe2b681a0cf3f88d2733af,0.8088130210400952,0.8943025195329646,0.9632568359375,30,25,30,0,1,1.0,0.967741935483871,0.9836065573770492
623cf6987b3fac8f384c09f40d98c5e739c097aa9a9627054542aa27f7d38db1,0.7733132199670872,0.8721676591137576,0.9747772216796875,20,21,20,0,0,1.0,1.0,1.0
4e1c889de3764694d0dea41e5682fedb265eaf2cdbe72ff6c1f518747d709464,0.9555448175887895,0.9772671114405732,0.9918656056587091,35,39,35,0,4,1.0,0.8974358974358975,0.945945945945946
589f86dee5b480a88dd4f77eeaffe2c4d70aefdf879a4096dde1fa4d41055b8f,0.8761722820423758,0.9339998148662408,0.97388916015625,6,6,6,0,0,1.0,1.0,1.0
9cbc0700317361236a9fca2eb1f8f79e3a7da17b1970c179cf453921a6136001,0.7353497164461248,0.8474945533769063,0.99786376953125,4,5,4,0,1,1.0,0.8,0.888888888888889
05040e2e959c3f5632558fc9683fec88f0010026c555b499066346f67fdd0e13,0.9312626355449366,0.9644080700418729,0.994293212890625,23,23,23,0,0,1.0,1.0,1.0
fd8065bcb1afdbed19e028465d5d00cd2ecadc4558de05c6fa28bea3c817aa22,0.626389259358051,0.7702820905313799,0.87176513671875,49,48,49,0,0,1.0,1.0,1.0
53ad09e4348767bece0165884bf40c10b72ae18444e3f414a850442f02385efc,0.9178727274820674,0.9571779339989074,0.9802912245800177,107,105,106,1,1,0.9906542056074766,0.9906542056074766,0.9906542056074766
9ebcfaf2322932d464f15b5662cae4d669b2d785b8299556d73fffcae8365d32,0.7875041844005547,0.8811215003277285,0.89151611328125,7,26,7,0,1,1.0,0.875,0.9333333333333333
9facc652efe19f634639585d692a53dd6c2a8e2f0c9baebdfd85b9b41ec58851,0.9569820111298046,0.978018199132367,0.987175925925926,17,18,17,0,1,1.0,0.9444444444444444,0.9714285714285714
3874755f6222e83006fdad4d664ec0d9697c13af4fbe24b2f9a059bb13075186,0.8740740740740741,0.932806324110672,0.995849609375,10,11,10,0,0,1.0,1.0,1.0
e4537e7893e631f3ba6ae5b1023e24b233c78249a31c2f5e561f6c4cad88fcf6,0.9237459546925566,0.9603616864682999,0.9942474365234375,18,20,18,0,2,1.0,0.9,0.9473684210526316
a4c729efb5059893a8b62c7abeba171cb516836f8a20468f6b176dfe2f6f84d1,0.8638073739653875,0.9269277351635042,0.9972381591796875,9,10,9,0,1,1.0,0.9,0.9473684210526316
3bf7873f11823f4b64422f49c8248dd95c0d01f9ae9075ae3d233bbb21a3d875,0.7778660838466124,0.8750558784085829,0.982940673828125,57,62,57,0,2,1.0,0.9661016949152542,0.9827586206896551
58cc121d37fb7f1b4a5252024d88415936781e540252b8f734faeedd29b682d5,0.5641281067888628,0.7213323567811992,0.8664703369140625,42,44,42,0,3,1.0,0.9333333333333333,0.9655172413793104
45c3bdef1819ba7029990e159f61543ed25781d13fb4dc5d4de52e803debd7d3,0.9762235476754637,0.9879687435399181,0.9991959549071618,8,8,8,0,0,1.0,1.0,1.0
7f38885521586fc6011bef1314a9fb2aa1e4935bd581b2991e1d963395eab770,0.7861485593444356,0.8802723101968329,0.9961423873901367,62,77,62,0,6,1.0,0.9117647058823529,0.9538461538461539
f81ca7ee25e733ff37240c34c8e3044d9937bb0166e315952ebde3f237ecb86f,0.9263511621394568,0.9617676987934293,0.9959869384765625,18,19,18,0,1,1.0,0.9473684210526315,0.972972972972973
4c032609d377bd980e01f888e0b298600bf8af0e33c4271a1f3aaf76964dce06,0.9637160285231536,0.9815228011841741,0.9902237654320988,20,20,20,0,0,1.0,1.0,1.0
003cee89357d9fe13516167fd67b609a164651b21934585648c740d2c3d86dc1,0.9284245166598107,0.9628839590443686,0.99468994140625,34,34,34,0,0,1.0,1.0,1.0
c89ac06daef5c819309f03d6a35792d1a8a66abb8cb3414013ffe71d3dd9fe96,0.8837920489296636,0.9383116883116883,0.99420166015625,34,35,34,0,1,1.0,0.9714285714285714,0.9855072463768115
8f6e49e474ebb649a1e99662243d51a46cc9ba0c9c8f1efe2e2b662a81b48de1,0.8324684115523465,0.9085760019700794,0.9773406982421875,56,59,56,0,2,1.0,0.9655172413793104,0.9824561403508771
e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,0.9348735103491532,0.9663406991193474,0.984507625994695,116,114,114,2,1,0.9827586206896551,0.991304347826087,0.9870129870129869
16c3d5935ba94b720becc24b7a05741c26149e221e3401924080f41e2f891368,0.5485641891891891,0.7084810471775294,0.9836883544921875,8,10,8,0,2,1.0,0.8,0.888888888888889
2246874c8b5ba218d01ad8153a201ad4660195f3e4c65da6b9d4ccaf82cb7edf,0.7781260232960658,0.8752203309568283,0.94210205078125,50,63,48,2,7,0.96,0.8727272727272727,0.9142857142857144
4e23ecf65040f86420e0201134e538951acdeda84fbb274311f995682044dd64,0.8358242753623188,0.9105711113852226,0.9822998046875,26,25,26,0,0,1.0,1.0,1.0
3a3fee427e6ef7dfd0d82681e2bcee2d054f80287aea7dfa3fa4447666f929b9,0.8326038092984739,0.908656639338971,0.956817626953125,45,48,45,0,3,1.0,0.9375,0.967741935483871
449fe932622db3b49366a260ddd20077219f96fb2dc0f912ad4f60b087876f3b,0.8481570846160247,0.9178409039751497,0.9721527099609375,37,38,37,0,3,1.0,0.925,0.961038961038961
e321cfa987e77c21373a0f8b1236c83d6636306949a82a7f5b07fc0838e7777f,0.817423806785509,0.8995412118335706,0.9903106689453125,13,14,13,0,1,1.0,0.9285714285714286,0.962962962962963
5953af5080d981b554529971903d8bee9871457a4361b51f04ba04f43793dd8f,0.5103381952235935,0.6757932717818105,0.906768798828125,26,24,26,0,2,1.0,0.9285714285714286,0.962962962962963
bf566e75d5cb0196de4139573f8bbbda0fa38d5048edf7267fe8793dcc094a66,0.8571126611709998,0.923059412702026,0.98968505859375,31,32,31,0,1,1.0,0.96875,0.9841269841269841
49edc2f7715100fb0390916e52b3fd11a921f02e59509dc987f67840a36250fc,0.9639776665383134,0.9816584811144115,0.9948303492484527,65,65,65,0,0,1.0,1.0,1.0
ef6634efb46567d87b811be786b18c4cd0e2cda23d79b65d6afe0d259ef3ade6,0.6005697578529126,0.7504449648711944,0.918701171875,31,31,31,0,0,1.0,1.0,1.0
abc781c8721fe04b877a7e324494eb75aa5bce94950a0e4e4d7d6ffc9e74da62,0.8725182863113897,0.9319196428571429,0.99627685546875,9,11,9,0,2,1.0,0.8181818181818182,0.9
ec486143ecfec847c22cd8cbc207d85312bcf38e61c9b9a805e0d12add62da8d,0.8615560640732265,0.9256299938537185,0.9981536865234375,11,11,11,0,0,1.0,1.0,1.0
08275a5b1c2dfcd739e8c4888a5ee2d29f83eccfa75185404ced1dc0866ea992,0.8420649802916077,0.9142619715383816,0.9960641860961914,78,88,76,2,9,0.9743589743589743,0.8941176470588236,0.9325153374233129
3b3f516ebc9a16cff287a5ffd3a1861a345a6d38bedbba74f1c0b0e0eac62afd,0.6205748118909584,0.7658699954330949,0.9061279296875,32,36,32,0,3,1.0,0.9142857142857143,0.955223880597015
6b72b61b80060a9e79a4747f9c5d5af135af9db466681c2d1086f784c7130699,0.9343797862827902,0.9660768716761101,0.9795203359858532,147,150,146,1,0,0.9931972789115646,1.0,0.9965870307167235
b24ea5c268469a95ed155eeaf809e36030b78a2eb530a0cb2380cdc1ccdb7dd1,0.9508417903443421,0.9748015395718066,0.9884228558797524,38,40,38,0,0,1.0,1.0,1.0
d1ba6089cae2f90cb7275ece10ca393c25f60ea17e5c9c3cea2399d31fd41869,0.768566493955095,0.869140625,0.993865966796875,17,18,17,0,1,1.0,0.9444444444444444,0.9714285714285714
4a424e0cb845cf6fd4d9fe62875552c7b89a4e0276cf16ebf46babe4656a794e,0.8542053184910328,0.9213707996331193,0.971221923828125,40,42,40,0,0,1.0,1.0,1.0
150b0ffa318c87b31d78af0e87d60390dbcd84b5f228a8c1fb3225cbe5df3e3f,0.8752732873097758,0.9334887807903699,0.9680012157382847,149,157,147,2,0,0.9865771812080537,1.0,0.9932432432432432
1db1cddf28e305c9478519cfac144eee2242183fe59061f1f15487e925e8f5b5,0.924119241192412,0.9605633802816902,0.998291015625,8,9,8,0,1,1.0,0.8888888888888888,0.9411764705882353
1631352dbafb8a90f11219fffd3bea368a30bc3bad3bbe0e84e19bd720df4945,0.8849506101104009,0.938964241676942,0.9782470703125,25,24,25,0,1,1.0,0.9615384615384616,0.9803921568627451
a31deaf0ac279d5f34fb2eca80cc2abce6ef30bd64e7aca40efe4b2ba8e9ad3d,0.8376841296272576,0.9116736833300806,0.92265625,29,30,28,1,3,0.9655172413793104,0.9032258064516129,0.9333333333333333
d32ea6d318626ca14a967d0c1ad3218aebfe636624a8d1173f5150dde8ff38cf,0.9372280919825979,0.9675970484440167,0.9984588623046875,10,10,10,0,0,1.0,1.0,1.0
cfabf7379c5591d40aa4a20c86b4197c6a25ab55887a9fca4f06c2dfc0f0e973,0.9518462755505652,0.9753291408997607,0.9854398148148148,23,23,23,0,0,1.0,1.0,1.0
947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050,0.6558060879368658,0.7921290937563832,0.9254638671875,37,43,36,1,1,0.972972972972973,0.972972972972973,0.972972972972973
6eefe1f0d9c2d2c2380db3ecd2113a566ace7dfc917687bb5033b4af5b8293aa,0.9016200986146983,0.9482652179281392,0.9936065673828125,34,33,33,1,0,0.9705882352941176,1.0,0.9850746268656716
d3ce382f190ee24729bd2e80684c11bef72bc9c733cdbbc19a17d2c1b2e775f7,0.8479576399394856,0.9177241097011871,0.9969329833984375,7,8,7,0,1,1.0,0.875,0.9333333333333333
4d4ebfcae4374165ea6ae7c7e18fd0ba5014c3c860ee2489c59e25ddd45e7a32,0.811924415035132,0.8962011972440797,0.9579315185546875,44,43,44,0,2,1.0,0.9565217391304348,0.9777777777777777
0b0d577159f0d6c266f360f7b8dfde46e16fa665138bf577ec3c6f9c70c0cd1e,0.6946517412935324,0.8198165137614679,0.9972866931918656,6,7,6,0,1,1.0,0.8571428571428571,0.923076923076923
f67e72b7fe0b1e3648ea745ffd395c80705c89b0c0c48227991fe6f5815b2a18,0.911727078891258,0.9538255632389026,0.9968414306640625,11,12,11,0,1,1.0,0.9166666666666666,0.9565217391304348
8fdc34509a0c3721f7b5e235c8a93e1f553343aa17ad103a1e89e3509a3e1570,0.8592138548355711,0.9242765189177874,0.9779205322265625,34,34,34,0,0,1.0,1.0,1.0
55f98f43c152aa0dc8bea513f8ba558cc57494b81ae4ee816977816e79629c50,0.8116894812680115,0.8960580603469702,0.97447509765625,13,12,13,0,1,1.0,0.9285714285714286,0.962962962962963
f8e74d4006dd68c1dbe68df7be905835e00d8ba4916f3b18884509a15fdc0b55,0.7272042909569963,0.8420593843639336,0.9557647705078125,36,45,36,0,10,1.0,0.782608695652174,0.878048780487805
2f929b067a59f88530b6bfa6f6889bc3a38adf88d594895973d1c8b2549fd93d,0.6094958549839355,0.7573748675357962,0.8497772216796875,48,44,48,0,2,1.0,0.96,0.9795918367346939
358e47eaa1e9222252793fe0fb8c77028d4e0d4360b95a07c9fe6df6a2066556,0.8273047563123899,0.9054918217166361,0.9551239013671875,39,39,38,1,1,0.9743589743589743,0.9743589743589743,0.9743589743589743
fa751ff3a6332c95cb5cb1d28563553914295e9e7d35c4b6bd267241e8a0787c,0.8536937978892584,0.9210731555139604,0.98455810546875,39,40,39,0,0,1.0,1.0,1.0
76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1,0.9478575721594324,0.9732308826960272,0.9901718611847922,100,101,100,0,1,1.0,0.9900990099009901,0.9950248756218906
9f073db4acd7e634fd578af50d4e77218742f63a4d423a99808d6fd7cb0d3cdb,0.9144123134328358,0.9552929711292484,0.9944000244140625,15,15,15,0,0,1.0,1.0,1.0
bff985591dd5d6303018a6e9a3dcfb336771a414ad4605c24ce1c1155fc86a96,0.7810539523212046,0.8770693906305037,0.9946746826171875,13,13,13,0,0,1.0,1.0,1.0
57b49733c5a3c268b013553635a826e6a1b10e699bbd19c3b842375fe0adf344,0.946072490911094,0.9722890543179824,0.9848919753086419,15,18,15,0,1,1.0,0.9375,0.967741935483871
eeb142344e9de3250ab748f93940bf06be70d5078337680998468a134a101698,0.7990527740189445,0.8883038736367055,0.9864044189453125,39,38,39,0,0,1.0,1.0,1.0
815524d88283ba10ad597b87aa1967671db776df8004a0c4291b67fc2624c22a,0.8734243150328159,0.9324361897347495,0.98516845703125,28,28,28,0,0,1.0,1.0,1.0
f9ea1a1159c33f39bbe5f18bb278d961188b40508277eab7c0b4b91219b37b5d,0.9541069514470603,0.9765145666571858,0.9910802469135802,13,18,13,0,2,1.0,0.8666666666666667,0.9285714285714286
ead9464a50a17f74bf1b6471d94ecce8d887cf518c8fedc6c6048eb948bc4e49,0.9634906500445236,0.98140589569161,0.9993743896484375,6,6,6,0,0,1.0,1.0,1.0
1b2bf5933b0fb82918d278983bee66e9532b53807c3638efd9af66d20a2bae88,0.8756345177664975,0.9336941813261164,0.9962615966796875,11,11,11,0,0,1.0,1.0,1.0
c043d5ac9dd466052e53491d0d513b0684f493d320b820f6dc2e05330ce58ec3,0.842479674796748,0.9145063430777717,0.995269775390625,13,13,13,0,0,1.0,1.0,1.0
87ea72894f6534b28e740cc34cf5c9eb75d0d8902687fce5fcc08a92e9f41386,0.7674720560009033,0.8684403845539621,0.94971923828125,12,12,9,3,2,0.75,0.8181818181818182,0.7826086956521738
ecb36c90cdd20245d89173c106f3c6a2d124d07bdea0ae202fb1efa49b0cd169,0.9424582239344342,0.9703768269728781,0.9870413351016799,112,110,112,0,0,1.0,1.0,1.0
c53326fe49fc26b7fe602b9d8c0c2da2cb157690b44c2b9351a93f8d9bd8043d,0.810617662072486,0.895404567239921,0.97735595703125,63,63,63,0,1,1.0,0.984375,0.9921259842519685
5d58600efa0c2667ec85595bf456a54e2bd6e6e9a5c0dff42d807bc9fe2b822e,0.9065538194444445,0.9509868645707651,0.9979467391967773,64,70,64,0,3,1.0,0.9552238805970149,0.9770992366412213
be771d6831e3f8f1af4696bc08a582f163735db5baf9906e4729acc6a05e1187,0.8313725490196079,0.9079229122055674,0.96063232421875,14,15,14,0,1,1.0,0.9333333333333333,0.9655172413793104
243443ae303cc09cfbea85bfd22b0c4f026342f3dfc3aa1076f27867910d025b,0.7901483508569782,0.8827741572129697,0.9777679443359375,42,49,42,0,6,1.0,0.875,0.9333333333333333
8f6597cd978c060378177df76e554d0578b97eab471e237dbe0adc0dd0d93d63,0.8656884875846501,0.9280096793708409,0.9981842041015625,8,7,8,0,0,1.0,1.0,1.0
d4d88391bc399a3715440d4da9f8b7a973e010dc1edd9551df2e5a538685add5,0.9337175792507204,0.9657228017883756,0.9808333333333333,15,18,15,0,1,1.0,0.9375,0.967741935483871
27c30f9011492f234e4587c9a4b53c787037d486f658821196fe354240ac3c47,0.9076457229371688,0.9515873015873015,0.9925537109375,33,35,33,0,0,1.0,1.0,1.0
cbca32daaae36a872a11da4eaff65d1068ff3f154eedc9d3fc0c214a4e5d32bd,0.8674487013918784,0.9290201125689148,0.95489501953125,73,83,73,0,4,1.0,0.948051948051948,0.9733333333333333
175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc,0.9452716659182757,0.9718659686250611,0.9831620247568523,135,132,132,3,0,0.9777777777777777,1.0,0.9887640449438202
c15c652c08153fb781a5349123ab8f80bb2a8680a41eb8e89e547ae01b7a5441,0.9759810082390727,0.9878445229681979,0.9995247568523431,4,4,4,0,0,1.0,1.0,1.0
c44ed955eb2e5c8d820b01477e122b32eff6dd475343e11229c33d8af3473b22,0.9445476116785309,0.9714831418945805,0.9881189213085765,108,103,105,3,0,0.9722222222222222,1.0,0.9859154929577464
2cfa857e63be1b418c91ad5ea1f8d136fd1b80fc856e1d4277274c3dea28011c,0.8249336870026526,0.9040697674418605,0.9959716796875,9,11,9,0,2,1.0,0.8181818181818182,0.9
619429303c1af7540916509fe7900cf483eba4391b06aac87ff7f66ca1ab6483,0.6348395692239369,0.7766383701188455,0.9498138427734375,23,24,23,0,1,1.0,0.9583333333333334,0.9787234042553191
98c5ead89cd066637efd5c93a6edc55c85908eb66807471f0d246d5457341f9c,0.5647020882044667,0.7218014118616994,0.9176177978515625,26,22,26,0,0,1.0,1.0,1.0
2c83c86dd4e5dacc024b55629375567fb8e320a82ef86f541cfe54764040fc25,0.8697143657238868,0.9303178941850451,0.9948579796640141,24,24,24,0,0,1.0,1.0,1.0
c75139ef0546d2240b37afb3219eb74a06b7977818697d5c3138796472483af3,0.7764105642256903,0.8741341442811286,0.977264404296875,72,78,72,0,5,1.0,0.935064935064935,0.9664429530201343
79fe419488ba98494e3baa35c6fef9662eda1efe325d0ab0ac002f5383245d96,0.8620079237966788,0.9258907148354385,0.9600341796875,49,57,49,0,4,1.0,0.9245283018867925,0.9607843137254902
0e21d7b3eea8cdbbed60d51d72f4f8c1974c5d76a8a3893a7d5835c85284132e,0.8992590954329316,0.9469577874818049,0.98887939453125,26,26,26,0,0,1.0,1.0,1.0
b214800de5ed4cc558f44d569495970f93c8c047f8e464c51d4bd5c276118423,0.8471221006237627,0.9172345459325015,0.95003662109375,48,55,48,0,6,1.0,0.8888888888888888,0.9411764705882353
a0afead3b4fe393f6a6159de040ecb2e66f8a89090abf0d0bf5b8e1d38ae667c,0.9322441742654508,0.9649341285967097,0.9834876543209876,14,16,14,0,2,1.0,0.875,0.9333333333333333
139946af9e2c7ef4f0298e622b831dbef5e5c0cd088eb5bc3382f8df9355443d,0.860056258790436,0.9247637051039698,0.9969635009765625,10,10,10,0,0,1.0,1.0,1.0
