image_name,iou,dice,pixel_accuracy,n_predicted,n_true,true_positives,false_positives,false_negatives,precision,recall,f1_score
08ae2741df2f5ac815c0f272a8c532b5167ee853be9b939b9b8b7fa93560868a,0.9343971631205674,0.9660861594867094,0.998870849609375,7,7,7,0,0,1.0,1.0,1.0
e9b8ad127f2163438b6236c74938f43d7b4863aaf39a16367f4af59bfd96597b,0.8340643274853801,0.9095257074531686,0.9965362548828125,11,11,11,0,0,1.0,1.0,1.0
1a11552569160f0b1ea10bedbd628ce6c14f29edec5092034c2309c556df833e,0.7543640897755611,0.8599857853589197,0.9971818923950195,41,42,39,2,3,0.9512195121951219,0.9285714285714286,0.9397590361445782
b4d902d42c93dea77b541456f8d905f35eeb24fc3a5b0b15b5678d78e0aabe0c,0.9150743099787686,0.9556541019955654,0.9969482421875,15,16,15,0,1,1.0,0.9375,0.967741935483871
5e263abff938acba1c0cff698261c7c00c23d7376e3ceacc3d5d4a655216b16d,0.860361428639188,0.9249400846463719,0.9971923828125,55,62,55,0,2,1.0,0.9649122807017544,0.9821428571428572
b6c9b58de0388891221b8f7a83cbf0b8f8379b51b5c9a127bf43a4fc49f1cc48,0.9614486414352967,0.9803454662282194,0.9919753086419754,17,17,17,0,0,1.0,1.0,1.0
371a67232f7c871ec11332292c83cd9bb16063b91d58e86f0b76ef8817bc9465,0.8274406332453826,0.9055732024256425,0.9950103759765625,10,14,10,0,4,1.0,0.7142857142857143,0.8333333333333333
3d0ca3498d97edebd28dbc7035eced40baa4af199af09cbb7251792accaa69fe,0.9472843450479234,0.9729286300246104,0.9994964599609375,3,3,3,0,0,1.0,1.0,1.0
15039b3acccc4257a1a442646a89b6e596b5eb4531637e6d8fa1c43203722c99,0.7675680330692387,0.8685018270401949,0.96705322265625,17,27,17,0,5,1.0,0.7727272727272727,0.8717948717948718
db45946a4412a2137674ec075b6892ccd682b77826aba618210569bbc65cf2b0,0.9213630406290957,0.9590723055934516,0.996337890625,21,20,20,1,0,0.9523809523809523,1.0,0.975609756097561
a9d884ba0929dac87c2052ce5b15034163685317d7cff45c40b0f7bd9bd4d9e7,0.8496235763464385,0.9186989041572448,0.9643402099609375,60,63,60,0,3,1.0,0.9523809523809523,0.975609756097561
f728de04267283f0b4daab9a840e7433b2c6034baf195fd526850439c9297687,0.832325797343137,0.9084910538835453,0.972998046875,32,40,32,0,6,1.0,0.8421052631578947,0.9142857142857143
f6cb37ebf29c225284c8415962f7287abe7007fae8fe3d8a3899b608b832d7d5,0.9554840978746922,0.9772353545734841,0.9863271604938272,15,15,15,0,0,1.0,1.0,1.0
cf26c41245febfe67c2a1682cc4ee8752ee40ae3e49610314f45923b8bf5b08a,0.8489854551984198,0.918325725939594,0.9871673583984375,38,38,38,0,0,1.0,1.0,1.0
e1bcb583985325d0ef5f3ef52957d0371c96d4af767b13e48102bca9d5351a9b,0.6854304635761589,0.8133595284872298,0.997100830078125,4,5,4,0,2,1.0,0.6666666666666666,0.8
abbfff07379bceb69dba41dad8b0db5eb80cc8baf3d4af87b7ee20b0dac32215,0.8122941822173436,0.8964264082374318,0.9712982177734375,31,35,31,0,4,1.0,0.8857142857142857,0.9393939393939393
777f7c4269279951ae05b56e806745e613297d411d048c0bce8964afd7d71a4b,0.9492610554160517,0.9739701645180006,0.9795756172839506,27,32,26,1,3,0.9629629629629629,0.896551724137931,0.9285714285714286
6aa7dd0c88bec4f96cdd497f9c37779733033d9ec6513307461302d36bd32ac7,0.8873101420872122,0.9402907580477674,0.996490478515625,8,9,8,0,1,1.0,0.8888888888888888,0.9411764705882353
54fe2d3416951cbc48f8718624c86a7ae58b6022a7fa75591b13f625cf53658b,0.907318451539983,0.9514074074074074,0.9949951171875,23,23,23,0,0,1.0,1.0,1.0
a08166d91d2cca263d2dd52764dc25c9c582b7a5ece2b802749fa4be33187c49,0.7417218543046358,0.8517110266159695,0.98809814453125,16,19,16,0,3,1.0,0.8421052631578947,0.9142857142857143
13c8ff1f49886e91c98ce795c93648ad8634c782ff57eb928ce29496b0425057,0.7959114139693356,0.8863593246063366,0.9908599853515625,12,15,12,0,3,1.0,0.8,0.888888888888889
bb61fc17daf8bdd4e16fdcf50137a8d7762bec486ede9249d92e511fcb693676,0.8193448542687645,0.9007031870250652,0.9572509765625,31,33,31,0,3,1.0,0.9117647058823529,0.9538461538461539
0287e7ee5b007c91ae2bd7628d09735e70496bc6127ecb7f3dd043e04ce37426,0.7877358490566038,0.8812664907651715,0.946441650390625,46,48,46,0,6,1.0,0.8846153846153846,0.9387755102040816
0532c64c2fd0c4d3188cc751cdfd566b1cfba3d269358717295bab1504c7c275,0.9227358007845813,0.9598154883349597,0.9790277777777778,19,21,19,0,1,1.0,0.95,0.9743589743589743
7aae06bc4558829473071defec0b7ab3bfa9c5005548a13da95596bb6a66d105,0.8781038374717833,0.9350961538461539,0.98681640625,71,72,70,1,0,0.9859154929577465,1.0,0.9929078014184397
a486f6ed4b8781e7883e433d06a83dd66db3e8b36d45b9976c4214820ee22629,0.9275477544696553,0.9624122176157035,0.9901801503094606,52,51,51,1,0,0.9807692307692307,1.0,0.9902912621359222
ae570a676961482848b5097038ef5e407df7a66a8e1c9b0567da599565a6b142,0.8265793034684139,0.9050571216906461,0.97027587890625,49,56,49,0,4,1.0,0.9245283018867925,0.9607843137254902
b1e3aeb0c56261c17eb71c747d116057b8da7e8c8a6845bdc01b2b3ee2299229,0.7802774653168354,0.8765796124684078,0.991058349609375,15,21,15,0,6,1.0,0.7142857142857143,0.8333333333333333
dae976f161fe42dc58dee87d4bf2eb9f65736597cab0114138641b2a39a5c42b,0.7573757375737574,0.8619394491236058,0.962982177734375,23,29,23,0,5,1.0,0.8214285714285714,0.9019607843137255
8f27ebc74164eddfe989a98a754dcf5a9c85ef599a1321de24bcf097df1814ca,0.7272663974376827,0.8421010198734228,0.95218505859375,9,12,9,0,3,1.0,0.75,0.8571428571428571
a3a65623e079af7988b0c1cf1e54041003c6d730c91ecf200b71c47b93a67ed6,0.780437756497948,0.8766807529773338,0.9951019287109375,11,13,11,0,1,1.0,0.9166666666666666,0.9565217391304348
0d3640c1f1b80f24e94cc9a5f3e1d9e8db7bf6af7d4aba920265f46cadc25e37,0.8221922618674359,0.9024209783712167,0.93077392578125,11,12,11,0,1,1.0,0.9166666666666666,0.9565217391304348
d7fc0d0a7339211f2433829c6553b762e2b9ef82cfe218d58ecae6643fa8e9c7,0.9201719373656739,0.9584266069715383,0.99603271484375,18,18,18,0,0,1.0,1.0,1.0
e4fc936ba57a936aaa5941ccc70946ab18fcebcb6e8d85a097c584aff9ca4d88,0.935930735930736,0.9669051878354203,0.99322509765625,29,28,28,1,0,0.9655172413793104,1.0,0.9824561403508771
072ff14c1d3245bf49ad6f1d4c71cdb18f1cb78a8e06fd2f53767e28f727cb81,0.8960831334932055,0.945193929173693,0.998016357421875,7,7,6,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571
449a9c32e53a37c8a86e01c199155c8da3958b631088e10f6fe43c2119defe51,0.947323386277341,0.9729492214319062,0.9891136162687887,39,41,39,0,3,1.0,0.9285714285714286,0.962962962962963
3bfa8b3b01fd24a28477f103063d17368a7398b27331e020f3a0ef59bf68c940,0.7987277133460273,0.8881029712498496,0.94322509765625,36,50,36,0,7,1.0,0.8372093023255814,0.9113924050632911
1a75de9e11303142864efed27e69ea1960dbd82ca910de221a777ed2caf35a6b,0.9661812346725605,0.98279977210083,0.9913811728395062,17,17,17,0,0,1.0,1.0,1.0
fdda64c47361b0d1a146e5b7b48dc6b7de615ea80b31f01227a3b16469589528,0.8235980069967137,0.9032670619695384,0.974609375,25,25,25,0,2,1.0,0.9259259259259259,0.9615384615384615
7af09f98ec299ba0658d759eebc4c34e1c98289ea6ce37f233e9f5e4e2fc84f4,0.9106976744186046,0.9532619279454723,0.9970703125,12,12,12,0,0,1.0,1.0,1.0
573e1480b500c395f8d3f1800e1998bf553af0d3d43039333d33cf37d08f64e5,0.8739711934156379,0.9327477353829262,0.9962615966796875,12,12,12,0,0,1.0,1.0,1.0
a90cad45551d62c5cfa89517df8eb5e8f2f87f1a6e6678e606907afcbad91731,0.9284231864472223,0.9628832436491053,0.9877072281167109,118,123,118,0,4,1.0,0.9672131147540983,0.9833333333333333
1e61ecf354cb93a62a9561db87a53985fb54e001444f98112ed0fc623fad793e,0.8811188811188811,0.9368029739776952,0.9981842041015625,6,6,6,0,0,1.0,1.0,1.0
3b75fc03a1d12b29bd2870eb1f6fdb44174dbd1118dfc11c31f127bd87bd27ef,0.9310897435897436,0.9643153526970955,0.998687744140625,8,8,8,0,0,1.0,1.0,1.0
66236902b874b7e4b3891db63a69f6d56f6edcec6aca7ba3c6871d73e7b4c34f,0.9331256236381779,0.9654060886969346,0.9746604938271605,22,21,22,0,0,1.0,1.0,1.0
c9f305be17312bdb9530fb4f1adc6d29730ddbe0e74730cbf031de174bf437b7,0.9574153953044032,0.9782444723803889,0.9886496913580247,16,17,16,0,1,1.0,0.9411764705882353,0.9696969696969697
8aa1a883f61f0bb5af3d3d60acaaf33af45ef4fbffaac15ae838bc1ce37b6fbf,0.9218950064020487,0.9593604263824117,0.998138427734375,7,7,7,0,0,1.0,1.0,1.0
538b7673d507014d83af238876e03617396b70fe27f525f8205a4a96900fbb8e,0.7754771070521747,0.873542220253912,0.9821307508578699,88,111,88,0,13,1.0,0.8712871287128713,0.9312169312169313
1400420310c9094361a8a243545187f1d4c2365e081b3bb08c5fa29c7491a55b,0.8457367574331168,0.9164218613810247,0.984197998046875,20,21,20,0,1,1.0,0.9523809523809523,0.975609756097561
93c5638e7e6433b5c9cc87c152bcbe28873d2f9d6a392cca0642520807542a77,0.0,0.0,0.998504638671875,0,1,0,0,1,0.0,0.0,0.0
a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,0.9235295459210436,0.9602447208356553,0.9741280864197531,20,20,20,0,1,1.0,0.9523809523809523,0.975609756097561
514ccfc78cb55988a238d3ac9dc83460aa88382c95d56bcc0559962d9fe481ef,0.9665921961864187,0.9830123378510476,0.9900771604938272,17,18,17,0,0,1.0,1.0,1.0
29dd28df98ee51b4ab1a87f5509538ecc3e4697fc57c40c6165658f61b0d8e3a,0.8138479001135074,0.8973717146433041,0.95245361328125,50,49,50,0,2,1.0,0.9615384615384616,0.9803921568627451
317832f90f02c5e916b2ac0f3bcb8da9928d8e400b747b2c68e544e56adacf6b,0.9063497694217808,0.9508745813174544,0.991943359375,37,36,36,1,0,0.972972972972973,1.0,0.9863013698630138
483b89aa683542f1c63e62f5f71ae8ae1f959caf1c379cd61230a71cd1036732,0.9196393571148569,0.9581376352869103,0.9968719482421875,14,13,13,1,0,0.9285714285714286,1.0,0.962962962962963
c901794d1a421d52e5734500c0a2a8ca84651fb93b19cec2f411855e70cae339,0.9773436518748249,0.9885420280366068,0.9983754987807582,14,14,14,0,0,1.0,1.0,1.0
8d29c5a03e0560c8f9338e8eb7bccf47930149c8173f9ba4b9279fb87d86cf6d,0.9593479727657487,0.9792522676934877,0.9926751768346596,32,32,32,0,0,1.0,1.0,1.0
d1dbc6ee7c44a7027e935d040e496793186b884a1028d0e26284a206c6f5aff0,0.7803860198226396,0.8766481101670085,0.9935760498046875,6,12,6,0,6,1.0,0.5,0.6666666666666666
a022908f1b7880838dbc0411e50828e64b4f5e0263afdf04295e30bb2ff58005,0.9165737643998514,0.9564711585070286,0.9931488037109375,37,34,37,0,0,1.0,1.0,1.0
953211bcc0192e2298087d30e708dba68def9e0c13a3ff3326a18b0962c63adc,0.8019915741095366,0.8901168969181722,0.9621337890625,13,14,13,0,0,1.0,1.0,1.0
431b9b0c520a28375b5a0c18d0a5039dd62cbca7c4a0bcc25af3b763d4a81bec,0.8061116965226555,0.8926487747957993,0.994384765625,10,11,10,0,1,1.0,0.9090909090909091,0.9523809523809523
4bf6a5ec42032bb8dbbb10d25fdc5211b2fe1ce44b6e577ef89dbda17697d819,0.8178607467204844,0.8998057174576741,0.9944915771484375,14,15,14,0,0,1.0,1.0,1.0
4dbbb275960ab9e4ec2c66c8d3000f7c70c8dce5112df591b95db84e25efa6e9,0.8842593155801024,0.9385749703011208,0.9737124226348365,146,142,145,1,0,0.9931506849315068,1.0,0.9965635738831615
af576e8ec3a8d0b57eb6a311299e9e4fd2047970d3dd9d6f52e54ea6a91109da,0.0,0.0,0.994873046875,0,2,0,0,2,0.0,0.0,0.0
e5aeb5b3577abbebe8982b5dd7d22c4257250ad3000661a42f38bf9248d291fd,0.0,0.0,0.9970855712890625,0,1,0,0,1,0.0,0.0,0.0
ddf1bf458312de2895dd9cc5ce7ec9d334ad54c35edc96ad6001d20b1d8588d8,0.6028798787419477,0.7522458628841607,0.9840087890625,19,20,19,0,1,1.0,0.95,0.9743589743589743
94519eb45cbe1573252623b7ea06a8b43c19c930f5c9b685edb639d0db719ab0,0.8207535413118432,0.9015536948734914,0.94732666015625,44,48,44,0,4,1.0,0.9166666666666666,0.9565217391304348
d52958107d0b1f0288f50f346a833df3df485b92d5516cfcb536e73ab7adafd0,0.9466283659010537,0.9725825252349892,0.9877818302387268,110,110,110,0,1,1.0,0.990990990990991,0.9954751131221719
d6a880b1f6056f3086679de5c810e7af87cdf3bbbd0533a83e3681817fce40fc,0.7752788218620987,0.873416403457013,0.9443511962890625,49,69,49,0,20,1.0,0.7101449275362319,0.8305084745762712
b7a86f4968071e0f963fa87ef314fdd1b6c73a66355431cc53a37e193ba6be9b,0.9198834668608885,0.9582701062215478,0.998321533203125,9,9,9,0,0,1.0,1.0,1.0
3594684b9ea0e16196f498815508f8d364d55fea2933a2e782122b6f00375d04,0.730475994230373,0.8442486306263396,0.9962577819824219,40,44,39,1,4,0.975,0.9069767441860465,0.9397590361445783
ed4b8e0d756836be7acb2e2b7799c473b52424e3092a71d3c6d23558e500dc4c,0.9104458598726115,0.9531239581249583,0.9892730712890625,69,66,67,2,0,0.9710144927536232,1.0,0.9852941176470589
4ae4f936a9ade472764dad80f60f7168e4be067aa66ce9d06d60ebe34951dca4,0.8669099122578403,0.9287110283852955,0.981298828125,22,24,22,0,0,1.0,1.0,1.0
52a4ac5a875be7a6c886035d54fb63f5f397dc43508c4831898f6b2f8debc7f3,0.9233554616777309,0.9601506118606841,0.9980621337890625,8,8,8,0,0,1.0,1.0,1.0
0acd2c223d300ea55d0546797713851e818e5c697d073b7f4091b96ce0f3d2fe,0.8979187314172448,0.9462140992167102,0.996856689453125,9,9,8,1,1,0.8888888888888888,0.8888888888888888,0.8888888888888888
2c840a94d216f5ef4e499b53ae885e9b022cbf639e004ec788436093837823b2,0.9609469500604804,0.9800845964046528,0.9877932098765432,17,18,17,0,1,1.0,0.9444444444444444,0.9714285714285714
57d88f45e479ce3821839b2706d667758c63ac769d76800d815c73d2507c1e42,0.6119075215030806,0.759234029669997,0.902923583984375,35,39,34,1,4,0.9714285714285714,0.8947368421052632,0.9315068493150684
d1b173875e2261f55014bd27bd7174b9ae1c769338c1b31b5d737e9e60175993,0.9304589707927677,0.9639769452449568,0.99847412109375,9,9,9,0,0,1.0,1.0,1.0
ac782d2cad7f515ce7276926209820e386248e3d619b2df81e22d5e3c160b7cb,0.9664171996189957,0.9829218334809566,0.9904783950617284,18,19,18,0,1,1.0,0.9473684210526315,0.972972972972973
b82548ab19466b461614e6055aaf49fbc24c03a2d20e65575b680c7c28268807,0.9310272973536153,0.9642818603647351,0.9949493408203125,34,34,34,0,0,1.0,1.0,1.0
30f65741053db713b3f328d31d3234b6fedbe31df65c1a8ea29be28146cab789,0.6593499764484221,0.7947087543999092,0.94482421875,26,28,26,0,1,1.0,0.9629629629629629,0.9811320754716981
9c95eae11da041189e84cda20bdfb75716a6594684de4b6ce12a9aaadbb874c9,0.7174377224199289,0.8354745130542892,0.9939422607421875,10,14,10,0,2,1.0,0.8333333333333334,0.9090909090909091
2227fd9b01d67c2bcdb407d3205214e6dfeff9fd0725828e3b3651959942ff4a,0.787596048298573,0.881178999078907,0.9822845458984375,46,49,46,0,2,1.0,0.9583333333333334,0.9787234042553191
4d2cff9a0c8df3a7ef6100fda6f66e865a7670af6a18564767d8019b9ed2fd7b,0.9443945002644104,0.971402151297986,0.9883786472148541,105,104,105,0,0,1.0,1.0,1.0
b1eb0123fe2d8c825694b193efb7b923d95effac9558ee4eaf3116374c2c94fe,0.714426117425861,0.8334288776451235,0.9484336419753087,11,9,9,2,0,0.8181818181818182,1.0,0.9
e2d22d3d283915df8350d039278e314a23e6e8f2b41bdfc16df849e22dd13b36,0.9151158994449886,0.9556767814524377,0.9920654296875,41,41,41,0,0,1.0,1.0,1.0
89be66f88612aae541f5843abcd9c015832b5d6c54a28103b3019f7f38df8a6d,0.957977303070761,0.9785376996641721,0.9902854938271605,14,15,14,0,0,1.0,1.0,1.0
b8fdc02d915206bb2564e1f7da962f2b9d9d491b11afa00a76622b7932366480,0.8514851485148515,0.9197860962566845,0.9887847900390625,21,21,21,0,0,1.0,1.0,1.0
4e92129f4e8066d6f560d6022cd343a2245939aa49d8b06cddbd9bfc7e7eeb0e,0.808375189814274,0.8940348157478281,0.95994873046875,32,36,32,0,6,1.0,0.8421052631578947,0.9142857142857143
b98681c74842c4058bd2f88b06063731c26a90da083b1ef348e0ec734c58752b,0.8682926829268293,0.9295039164490861,0.997528076171875,5,5,5,0,0,1.0,1.0,1.0
43cf6b2ec0b0745ac2b87b4d8780f62e9050d3f5d50a1fcefa42d166191e84c6,0.9653301708258686,0.9823592851273624,0.9962035809018568,22,22,22,0,0,1.0,1.0,1.0
bbfc4aab5645637680fa0ef00925eea733b93099f1944c0aea09b78af1d4eef2,0.9425901201602136,0.970446735395189,0.9992871352785145,10,11,10,0,0,1.0,1.0,1.0
a3a1b8f9794ef589b71faa9f35fd97ad6761c4488718fbcf766e95e31afa8606,0.8327272727272728,0.9087301587301587,0.993682861328125,11,14,11,0,3,1.0,0.7857142857142857,0.88
5bda829acd824821bc1f3f6573cf065d364653d5322f033a4af943f7a6170566,0.9514277035236938,0.9751093538394483,0.987662037037037,16,20,16,0,3,1.0,0.8421052631578947,0.9142857142857143
615985773f1469fbc00915b3e82d1d4942051c09ddea2667e37ad361ed2e9d59,0.8283712784588442,0.9061302681992337,0.97308349609375,27,33,27,0,6,1.0,0.8181818181818182,0.9
da79a2b105f055ce75404a04bf53bbb51d518d9381af7b4ac714c137f101d920,0.7653175941540191,0.8670593854481771,0.9872589111328125,40,49,40,0,9,1.0,0.8163265306122449,0.898876404494382
785555c0cbb49dad835635217085287a8cc61c27d26f0e106b70c1dfd05784dc,0.7989949748743719,0.888268156424581,0.993896484375,18,17,18,0,0,1.0,1.0,1.0
5ddbfba2519484316e4b7ccabfa605e6e6fd96c3d87ac8cdfd2c134571a15311,0.8243757934828607,0.9037346323358849,0.9936676025390625,18,17,18,0,1,1.0,0.9473684210526315,0.972972972972973
e81c758e1ca177b0942ecad62cf8d321ffc315376135bcbed3df932a6e5b40c0,0.6223421731987796,0.7672144427728272,0.877227783203125,42,34,41,1,1,0.9761904761904762,0.9761904761904762,0.9761904761904762
4d14a3629b6af6de86d850be236b833a7bfcbf6d8665fd73c6dc339e06c14607,0.7712520773886049,0.8708552410289093,0.91094970703125,42,45,40,2,7,0.9523809523809523,0.851063829787234,0.898876404494382
f487cc82271cf84b4414552aa8b0a9d82d902451ebe8e8bc639d4121c1672ff7,0.8473254890637407,0.9173537571802587,0.9677276611328125,47,47,47,0,0,1.0,1.0,1.0
cc88627344305b9a9b07f8bd042cb074c7a834c13de67ff4b24914ac68f07f6e,0.9317708726555001,0.964680527949617,0.9825209991158267,122,126,121,1,0,0.9918032786885246,1.0,0.9958847736625513
ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,0.9530478564794447,0.9759595529803397,0.9851774691358025,20,21,20,0,0,1.0,1.0,1.0
f93ec5e683d81005ffc2a84a1c0299b2406ad14b764b824e013f7ca3a13833b5,0.8960033479807491,0.9451495419931575,0.9924163818359375,30,30,30,0,0,1.0,1.0,1.0
feffce59a1a3eb0a6a05992bb7423c39c7d52865846da36d89e2a72c379e5398,0.7909511228533685,0.8832749400700719,0.9903411865234375,33,30,30,3,0,0.9090909090909091,1.0,0.9523809523809523
b0e35e06b85da49bfe3ea737711a72b551a6add446e30eabb01aa683a79873c5,0.8810187992722862,0.936746405313044,0.9760498046875,11,11,11,0,1,1.0,0.9166666666666666,0.9565217391304348
72e8c49dea44787114fd191f9e97e260f961c6e7ae4715bc95cc91db8d91a4e3,0.8221817235095027,0.902414630661523,0.9895782470703125,16,20,16,0,3,1.0,0.8421052631578947,0.9142857142857143
a6593632dcbbe4c9e9429a9cec573d26fd8c91a47d554d315f25e7c2e0280ee3,0.9356376638855781,0.9667487684729064,0.99835205078125,10,10,10,0,0,1.0,1.0,1.0
fc345dac2205deb169bd70197f07f053bada80b61ffa69fdfb490758323ead69,0.932483120780195,0.9650621118012422,0.998626708984375,10,10,10,0,0,1.0,1.0,1.0
b2c5d8653c621207e97b699e5c4c05d13df4f02d9db3e594b1f0c22e5b746aae,0.8938153064106185,0.9439308082314345,0.9942626953125,22,21,20,2,1,0.9090909090909091,0.9523809523809523,0.9302325581395349
dad607a203483439fcbc2acecd0a39fb5e5a94a32a94348f5c802c79cfeb6e7c,0.8586651710600112,0.923958961979481,0.984619140625,47,46,47,0,0,1.0,1.0,1.0
20468e8779c43e089dc0ff30f25e6cf3872d5aa6a0fdad6f8aca382da43e8582,0.7666009204470743,0.8678823967249721,0.9945831298828125,12,13,12,0,0,1.0,1.0,1.0
4b274461c6d001a7a9aeaf5952b40ac4934d1be96b9c176edfd628a8f77e6df2,0.8952855847688124,0.9447500597943076,0.9964752197265625,16,15,15,1,0,0.9375,1.0,0.967741935483871
648636ee314d7bdba3ab2fc0fe49a863de35c3e2caf619039f678df67b526868,0.8222307299642675,0.9024441487499124,0.9787445068359375,70,70,68,2,1,0.9714285714285714,0.9855072463768116,0.9784172661870504
7d40ea6ead1bec903f26d9046d291aedcb12a584b4d3b337ea252b34c7d86072,0.922006582131449,0.9594208372678628,0.9751311728395061,19,20,19,0,1,1.0,0.95,0.9743589743589743
30311520606ec99b6a810ae1a9a753df991777d374212423bb075c408a98ed74,0.8261366232579392,0.9047916927311398,0.9883880615234375,33,33,33,0,2,1.0,0.9428571428571428,0.9705882352941176
c00ae67f72816daee468474026e30705003b2d3501f123579a4f0a6366b66aa1,0.8548073810294594,0.9217209180556768,0.9863128662109375,22,21,22,0,0,1.0,1.0,1.0
28d33efef218392e79e385906deb88055d94b65ad217de78c07e85476f80f45a,0.9490063201403408,0.973836062339712,0.9836265432098765,27,29,27,0,2,1.0,0.9310344827586207,0.9642857142857143
5ef4442e5b8b0b4cf824b61be4050dfd793d846e0a6800afa4425a2f66e91456,0.7842936406316688,0.8791082619719658,0.96915283203125,40,40,40,0,2,1.0,0.9523809523809523,0.975609756097561
c304a1fdf3bca2f4b4580d2cac59942e2224a7678001bf5ed9d9852f57708932,0.8841587335543909,0.9385183082600057,0.9640915119363396,167,164,167,0,3,1.0,0.9823529411764705,0.9910979228486646
ce88df7356d9d4a8d5944a93768f4c4b593de2d35616f7448c2b37b9fd60dd1f,0.8912125477578926,0.9424774056353004,0.9917449951171875,50,51,50,0,0,1.0,1.0,1.0
1ec74a26e772966df764e063f1391109a60d803cff9d15680093641ed691bf72,0.8261419714032646,0.9047949002217295,0.9832275390625,21,25,21,0,3,1.0,0.875,0.9333333333333333
aa58ba4512955771b4f9b459cb4e6a8adb71d11cd6cae662ec2df31d688a5fe0,0.803910557484174,0.8912975803028159,0.95311279296875,40,47,40,0,0,1.0,1.0,1.0
61a15ccbfebb9d2fc54c068472a75d7babfb3f48fea008470e7db807585f9510,0.9016248153618907,0.9482678266273109,0.989837646484375,33,38,33,0,5,1.0,0.868421052631579,0.9295774647887324
6b0ac2ab04c09dced54058ec504a4947f8ecd5727dfca7e0b3f69de71d0d31c7,0.8973507594489579,0.9458986483970659,0.98226318359375,10,9,10,0,0,1.0,1.0,1.0
2bf594e9d06f78b4b79d7ffb395497a0a91126b6b0d710d7a9cee21f5c3bd177,0.5136420008267879,0.678683599617643,0.928192138671875,17,14,17,0,2,1.0,0.8947368421052632,0.9444444444444444
a891bbc89143bca7a717386144eb061ec2d599cba24681389bcb3a2fedb8ff8c,0.9431153158070287,0.9707250085827533,0.9844496021220159,130,124,129,1,0,0.9923076923076923,1.0,0.9961389961389961
7978812d0e2e034ee1f9c141f019705582fcaa290e4a01c6c75a62753285cb23,0.9478784145561373,0.9732418691770659,0.9830246913580247,24,22,24,0,0,1.0,1.0,1.0
608ff81c8a0c8b622f6648a9c7f935d85f0c503f515ef2ac3728387be1953ee8,0.8846364133406233,0.9387873513199884,0.9967803955078125,10,11,10,0,0,1.0,1.0,1.0
a90401357d50e1376354ae6e5f56a2e4dff3fdb5a4e8d50316673b2b8f1f293b,0.8298740374317916,0.9070285937238727,0.95927734375,12,17,12,0,2,1.0,0.8571428571428571,0.923076923076923
da5f98f2b8a64eee735a398de48ed42cd31bf17a6063db46a9e0783ac13cd844,0.9024877610150864,0.9487448797395232,0.9838196286472148,105,119,105,0,9,1.0,0.9210526315789473,0.958904109589041
68f833de9f8c631cedd7031b8ed9b908c42cbbc1e14254722728a8b7d596fd4c,0.6327089995431704,0.7750419697817571,0.98773193359375,21,24,21,0,4,1.0,0.84,0.9130434782608696
d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,0.9258228006507321,0.9614828532904462,0.9817052469135803,19,20,19,0,0,1.0,1.0,1.0
d827a7d80fc67487a3237135e0d43ae01b7bbcb135e1a167601fc974a8348c51,0.8886750555144337,0.9410565919423107,0.988525390625,26,27,26,0,1,1.0,0.9629629629629629,0.9811320754716981
353ab00e964f71aa720385223a9078b770b7e3efaf5be0f66e670981f68fe606,0.7551594746716698,0.860502405130946,0.9426513671875,36,37,35,1,3,0.9722222222222222,0.9210526315789473,0.9459459459459458
5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,0.9486429310888058,0.9736447000669854,0.982391975308642,23,23,23,0,0,1.0,1.0,1.0
bb8ebf465c968a5f6f715de5d9e2e664afd1bcaa533e0e3352ecea1cc5b6fb0d,0.9379449695556068,0.96797895119869,0.9873563218390805,92,90,91,1,1,0.9891304347826086,0.9891304347826086,0.9891304347826086
4185b9369fc8bdcc7e7c68f2129b9a7442237cd0f836a4b6d13ef64bf0ef572a,0.9131686619184725,0.9546138613861386,0.9912567138671875,39,39,38,1,1,0.9743589743589743,0.9743589743589743,0.9743589743589743
a65bbfc5673e8053b6ce49f39c79cf3a846fe5cc46dd93105f74fb07cf44606d,0.9543593614198802,0.9766467521372523,0.9889727011494253,112,114,112,0,0,1.0,1.0,1.0
fe80a2cf3c93dafad8c364fdd1646b0ba4db056cdb7bdb81474f957064812bba,0.9515208189782459,0.9751582557816952,0.9972784040671971,10,11,10,0,1,1.0,0.9090909090909091,0.9523809523809523
52a6b8ae4c8e0a8a07a31b8e3f401d8811bf1942969c198e51dfcbd98520aa60,0.8727001240098196,0.9320233526136548,0.9385986328125,15,15,15,0,1,1.0,0.9375,0.967741935483871
1d02c4b5921e916b9ddfb2f741fd6cf8d0e571ad51eb20e021c826b5fb87350e,0.7927781871775976,0.8844130220322263,0.9828369140625,10,13,9,1,4,0.9,0.6923076923076923,0.7826086956521738
797945873ca2a95f028671714b71eb3f883efe9dae7fcd3fc0ea1521efb73aaa,0.9512910643021382,0.9750375858379272,0.9857793209876543,20,22,20,0,0,1.0,1.0,1.0
58c593bcb98386e7fd42a1d34e291db93477624b164e83ab2afa3caa90d1d921,0.5821656050955414,0.7359098228663447,0.9949951171875,4,2,3,1,0,0.75,1.0,0.8571428571428571
